dhatu_hk	gana	pada	meaning_en	number	dhatu_slp1	dhatu_with_anubandha
svad	10	ubhayapada	AsvAdane	0336	svad	zvada!
svan	1	parasmaipada	zabde	0961	svan	svana!
svap	2	parasmaipada	zaye	0063	svap	Yizvapa!
svara	10	ubhayapada	AkSepe	0402	svara	svara
svart	10	ubhayapada	gatyAm ityeke	0116	svart	svarta!
svard	1	atmanepada	AsvAdane	0019	svard	svarda!
svaSk	1	atmanepada	gatyarthaH	0105	svazk	zvaska!
svAd	10	ubhayapada	AsvAdane ityeke	0337	svAd	svAda!
svAd	1	atmanepada	AsvAdane	0028	svAd	svAda!
svid	4	parasmaipada	gAtraprakSaraNe JiSvidA! ityeke	0085	svid	zvidA!
svid	1	atmanepada	snehanamocanayoH gAtraprasravaNe snehanamohanayorityeke	0845	svid	YizvidA!
kSvid	1	atmanepada	snehanamocanayoH gAtraprasravaNe snehanamohanayorityeke	0846	kzvid	YikzvidA!
svR	1	parasmaipada	zabdopatApayoH	1081	svf	svf
haT	1	parasmaipada	zabdasaGghAtayoH dIptau ca	0349	haw	hawa!
haTh	1	parasmaipada	plutizaThatvayoH balAtkAra ityanye	0388	haW	haWa!
had	1	atmanepada	purISotsarge	1132	had	hada!
han	2	parasmaipada	hiMsAgatyoH	0002	han	hana!
hamm	1	parasmaipada	gatau	0538	hamm	hamma!
hary	1	parasmaipada	gatikAntyoH	0592	hary	harya!
hay	1	parasmaipada	gatau	0589	hay	haya!
hal	1	parasmaipada	vilekhane	0971	hal	hala!
has	1	parasmaipada	hasane	0822	has	hase!
hast	10	atmanepada	ardane ityanye	0206	hast	hasta!
hA	3	atmanepada	gatau	0008	hA	o!hAN
hA	3	parasmaipada	tyAge	0009	hA	o!hAk
hi	5	parasmaipada	gatau vRddhau ca	0012	hi	hi
hiMs	10	ubhayapada	hiMsAyAm	0366	hiMs	hisi!
hiMs	7	parasmaipada	hiMsAyAm	0019	hiMs	hisi!
hikk	1	ubhayapada	avyakte zabde	0997	hikk	hikka!
hiT	1	parasmaipada	Akroze ityeke	0356	hiw	hiwa!
hiND	1	atmanepada	gatyanAdarayoH	0301	hiRq	hiqi!
hinv	1	parasmaipada	prINanArthaH	0675	hinv	hivi!
hil	6	parasmaipada	bhAvakaraNe	0088	hil	hila!
hiSk	10	atmanepada	hiMsAyAm ityeke	0208	hizk	hizka!
hu	3	parasmaipada	dAnAdanayoH AdAne cetyeke prINane'pIti bhASyam	0001	hu	hu
huD	1	parasmaipada	gatau	0408	huq	huqf!
huD	6	parasmaipada	saGghAte	0130	huq	huqa!
huND	1	atmanepada	varaNe haraNa ityeke	0302	huRq	huqi!
hurch	1	parasmaipada	kauTilye	0239	hurC	hurCA!
hul	1	parasmaipada	gatau	0980	hul	hula!
hUD	1	parasmaipada	gatau	0409	hUq	hUqf!
hR	3	parasmaipada	prasahyakaraNe	0016	hf	hf
hR	1	ubhayapada	haraNe	1046	hf	hfY
hRS	1	parasmaipada	alIke	0806	hfz	hfzu!
hRS	4	parasmaipada	tuSTau	0142	hfz	hfza!
heTh	9	parasmaipada	heDha! ca bhUtaprAdurbhAve	0069	heW	heWa!
heTh	1	atmanepada	vibAdhAyAm	0299	heW	heWa!
heTh	1	parasmaipada	vibAdhAyAm	0360	heW	heWa!
heD	1	atmanepada	anAdare	0318	heq	heqf!
heD	1	parasmaipada	veSTane	0887	heq	heqa!
heDh	9	parasmaipada	ca bhUtaprAdurbhAve ityeke	0070	heQ	heQa!
hep	1	atmanepada	ca gatau	0432	hep	hepf!
heS	1	atmanepada	avyakte zabde	0708	hez	hezf!
hoD	1	atmanepada	anAdare	0319	hoq	hoqf!
hoD	1	parasmaipada	gatau	0410	hoq	hoqf!
hnu	2	atmanepada	apanayane	0076	hnu	hnuN
hmal	1	parasmaipada	saJcalane calane mit anupasargAdvA 1943	0918	hmal	hmala!
hrag	1	parasmaipada	saMvaraNe	0896	hrag	hrage!
hrap	10	ubhayapada	vyaktAyAM vAci ityanye	0163	hrap	hrapa!
hras	1	parasmaipada	zabde	0808	hras	hrasa!
hrAd	1	atmanepada	avyakte zabde	0026	hrAd	hrAda!
hrI	3	parasmaipada	lajjAyAm	0003	hrI	hrI
hrIch	1	parasmaipada	lajjAyAm	0238	hrIC	hrICa!
hreS	1	atmanepada	avyakte zabde	0709	hrez	hrezf!
hlag	1	parasmaipada	saMvaraNe	0897	hlag	hlage!
hlap	10	ubhayapada	vyaktAyAM vAci	0161	hlap	hlapa!
hlas	1	parasmaipada	zabde	0809	hlas	hlasa!
hlAd	1	atmanepada	avyakte zabde sukhe ca	0027	hlAd	hlAdI!
hval	1	parasmaipada	saJcalane calane mit anupasargAdvA 1942	0917	hval	hvala!
hvR	1	parasmaipada	saMvaraNe varaNe ityeke	1080	hvf	hvf
hve	1	ubhayapada	spardhAyAM zabde ca	1163	hve	hveY
